image_id,text,img_fns
316cJ-vBGqL,"[('ANNENIA', 0.8923153281211853), ('AR', 0.9955720901489258), ('BORLI', 0.8742494583129883), ('IND', 0.9411279559135437), ('SATURAL', 0.9893251657485962), ('VITAMIN', 0.964586615562439), ('DUOMA', 0.9947595596313477), ('bel mder, faher Haut', 0.8527482748031616), ('intensivpflegemaske', 0.9692607522010803), ('ntensive car', 0.9456048607826233), ('r tiddl', 0.7282376289367676), ('nask', 0.9462279677391052), ('kin', 0.5644082427024841), ('asque de', 0.7423919439315796), ('Lintenst', 0.8814062476158142), ('pourpeaux', 0.8806442022323608), ('ternes', 0.9043764472007751), ('ouees et', 0.8945062160491943), ('40m', 0.9688270092010498), ('5ILOZ', 0.695838212966919)]",G:\My Drive\Colab Notebooks\git\images\316cJ-vBGqL.jpg
317UEfHNWFL,"[('1.5 in/4.0cm', 0.9672019481658936), ('6.4in/16.5cm', 0.955594003200531)]",G:\My Drive\Colab Notebooks\git\images\317UEfHNWFL.jpg
315yDUfDBgL,"[('7cm/2.75in', 0.9988645315170288), ('21.5cm/8.46in', 0.9966636896133423)]",G:\My Drive\Colab Notebooks\git\images\315yDUfDBgL.jpg
318TVw4iM1L,"[('Q/YDD02-94', 0.9440550804138184), ('HY2(KO3)-15', 0.9919801950454712), ('ZHNYU', 0.9898771047592163), ('PICC', 0.9452486038208008)]",G:\My Drive\Colab Notebooks\git\images\318TVw4iM1L.jpg
316rYL2JOBL,"[('62.9""', 0.9190885424613953), ('15.4""', 0.9687110185623169), ('31.7""', 0.9552143812179565), ('WEIGHT CAPACITY', 0.9631434082984924), ('135 LBS TOP', 0.9046199917793274), ('33 LBS DRAWERS', 0.9370121359825134)]",G:\My Drive\Colab Notebooks\git\images\316rYL2JOBL.jpg
315QF8BudHL,"[('23,5cm', 0.9860557913780212), ('60 cm', 0.9990962743759155), ('10 cm', 0.9976986050605774)]",G:\My Drive\Colab Notebooks\git\images\315QF8BudHL.jpg
317K7+0KVPL,"[('ursinid', 0.894704282283783), ('Marinara', 0.9965437650680542), ('n Otie Extre Vergine di Olive', 0.8066986799240112), ('500ge', 0.984573245048523)]",G:\My Drive\Colab Notebooks\git\images\317K7+0KVPL.jpg
317e7XKMYmS,"[(""O'SUNON"", 0.9130128622055054), ('PF4028181-0000-599', 0.9309162497520447), ('6.72W', 0.9253442883491516), ('31900212', 0.7423863410949707)]",G:\My Drive\Colab Notebooks\git\images\317e7XKMYmS.jpg
31+kevQrOnL,"[('The Higher the CFM, the greater the air movement', 0.971342146396637), ('CFM', 0.9964283108711243), ('Less Air50', 0.9468601942062378), ('60', 0.9955952167510986), ('80', 0.9954541921615601), ('90', 0.9911314249038696), ('100', 0.996979296207428), ('110120', 0.9931097030639648), ('130', 0.9981117248535156), ('More Air', 0.9747219085693359)]",G:\My Drive\Colab Notebooks\git\images\31+kevQrOnL.jpg
21xnCHoPZHL,"[('79-151200.7-383.5cm', 0.9670785665512085), ('12.5cm)', 0.8480916619300842), ('72-144182.9-365.8cm)', 0.9366636276245117), ('3.5 (8.9 cm)', 0.857069730758667)]",G:\My Drive\Colab Notebooks\git\images\21xnCHoPZHL.jpg
31-7OAd1COL,"[('3.8 cm(1.5"")', 0.9635316729545593), ('23.5 cm(9.3)', 0.9335607886314392), ('80 cm31.5)', 0.9256582260131836)]",G:\My Drive\Colab Notebooks\git\images\31-7OAd1COL.jpg
21cLufe8Y5L,"[('LAES', 0.9969350099563599), ('E', 0.7371984124183655), ('-', 0.5509798526763916), ('640', 0.9221461415290833), ('8W', 0.7790987491607666)]",G:\My Drive\Colab Notebooks\git\images\21cLufe8Y5L.jpg
3113NMTt2CL,"[('74.93cm', 0.994215190410614), ('90cm', 0.9952611923217773), ('180cm', 0.9977167248725891)]",G:\My Drive\Colab Notebooks\git\images\3113NMTt2CL.jpg
312ux4Npq5L,"[('HEAVYDUTY', 0.9862805604934692), ('MAX LOAD20 POUNDS', 0.9623804688453674), ('TUBE20% THICKER', 0.9603509306907654)]",G:\My Drive\Colab Notebooks\git\images\312ux4Npq5L.jpg
21twwj6e-VL,"[('Nutrition Facts Servings1.Serv.size:1 bar (48g', 0.8657039999961853)]",G:\My Drive\Colab Notebooks\git\images\21twwj6e-VL.jpg
310Qevq+VSL,"[('BULK', 0.996457040309906), ('Whey Protein', 0.9647206664085388), ('kg (35.27t', 0.783124566078186), ('EMENT FACTN', 0.749833345413208)]",G:\My Drive\Colab Notebooks\git\images\310Qevq+VSL.jpg
311PssCBQIL,"[('FLOCK FREE', 0.9452174305915833), ('PEPPERN', 0.9216328859329224), ('READY TO USE', 0.9243125915527344)]",G:\My Drive\Colab Notebooks\git\images\311PssCBQIL.jpg
3118BjQXgAL,"[('7.86 in/20cm', 0.9549567103385925), ('3.14 in/8cm', 0.9554274082183838)]",G:\My Drive\Colab Notebooks\git\images\3118BjQXgAL.jpg
31196HWGAjL,"[('5cm', 0.9991623759269714), ('10cm', 0.9994449019432068)]",G:\My Drive\Colab Notebooks\git\images\31196HWGAjL.jpg
310PNQ4FmqL,"[('static load capacity', 0.9738295674324036), ('660lbs', 0.9534508585929871), ('15', 0.9171974658966064), ('15', 0.7321471571922302)]",G:\My Drive\Colab Notebooks\git\images\310PNQ4FmqL.jpg
311dT7UohfS,"[('233mm/9.2in', 0.9934961199760437), ('152mm/6.0in', 0.9931633472442627)]",G:\My Drive\Colab Notebooks\git\images\311dT7UohfS.jpg
310p+AOeZ6L,"[('3cm', 0.999437153339386), ('14cm', 0.9994977712631226), ('3.4cm', 0.9984086751937866), ('4cm', 0.9993647933006287), ('7.5cm', 0.9969657063484192)]",G:\My Drive\Colab Notebooks\git\images\310p+AOeZ6L.jpg
311d86W-TPL,"[(""Nando's"", 0.9623966813087463), ('PERi-PERi', 0.9582180380821228), ('SAUCE', 0.9971799850463867), ('250', 0.9981467127799988), ('Extra', 0.9968833923339844), ('HOt', 0.9029903411865234)]",G:\My Drive\Colab Notebooks\git\images\311d86W-TPL.jpg
21bwWoCpGJL,"[('40.5-76.5102.9-194.3cm', 0.9486881494522095), ('36-7291.4-182.9cm', 0.9280019402503967), ('2.25(5.7m)', 0.8879501223564148)]",G:\My Drive\Colab Notebooks\git\images\21bwWoCpGJL.jpg
31+X1Lh3+eL,"[('39 in', 0.9062779545783997), ('98 cm', 0.888519287109375), ('1', 0.6424607038497925)]",G:\My Drive\Colab Notebooks\git\images\31+X1Lh3+eL.jpg
314xpT+zaWL,"[('Weight-50.7 Lbs', 0.9611784219741821), ('8.66 Inches', 0.9409732222557068), ('9.37Inches', 0.981615424156189), ('20.55Inches', 0.9788902401924133)]",G:\My Drive\Colab Notebooks\git\images\314xpT+zaWL.jpg
3145h9GZigL,"[('10 in', 0.9989868998527527), ('7.4 in', 0.9900016784667969), ('13.2 in', 0.987639307975769)]",G:\My Drive\Colab Notebooks\git\images\3145h9GZigL.jpg
3141MAkuatL,"[('BUTTER', 0.9645748138427734), ('2.8in', 0.9818587303161621), ('ENSALTEDER', 0.6727474331855774), ('7cm', 0.9550321698188782), ('TWT16 9Z (3 L8)455 g', 0.7533103823661804)]",G:\My Drive\Colab Notebooks\git\images\3141MAkuatL.jpg
314p4MOJlRL,"[('SPECIFICATIONS', 0.9974591135978699), ('Description', 0.9882168173789978), ('2-way satellite speaker', 0.9543130397796631), ('Frequency response:', 0.9801449179649353), ('Power handling', 0.9736647605895996), ('200 watts peak.50 watls continuous', 0.8925139307975769), ('Amplifier output', 0.9484043121337891), ('N/A', 0.9928597807884216), ('Low-frequency drivers', 0.9918158650398254), ('Single 4(100mm).magnetically shielded', 0.9576951265335083), ('High-frequency drivers:', 0.9687033295631409), ('Single 1/2 (12mm), titanium-laminate, magnetically shielded', 0.9603423476219177), ('Sensitivity (2.83V/1m)', 0.9651489853858948), ('89dB', 0.9895138144493103), ('Nominal impedance:', 0.9647976756095886), ('8ohms', 0.9491475820541382), ('Dimensions (H  W  D)', 0.8952227830886841), ('9x6-1/8x5-1/2228mmx155mmx139mm', 0.9425045251846313)]",G:\My Drive\Colab Notebooks\git\images\314p4MOJlRL.jpg
314oOH7ICvS,"[('60 cm', 0.9973753094673157), ('30 cm/', 0.8311184048652649), ('cm', 0.9973163604736328), ('5', 0.8934979438781738), ('151,!', 0.8744359016418457)]",G:\My Drive\Colab Notebooks\git\images\314oOH7ICvS.jpg
313iZcTsPNL,"[('27.4cm', 0.9918136596679688), ('33.3cm', 0.9891266822814941), ('10.4cm', 0.9964686036109924)]",G:\My Drive\Colab Notebooks\git\images\313iZcTsPNL.jpg
313Y-Pmq5OL,"[('2.7 in/7.0 cm', 0.9503026604652405), ('11.0 in/28.0cm', 0.973754346370697)]",G:\My Drive\Colab Notebooks\git\images\313Y-Pmq5OL.jpg
311qj00+z6L,"[('33.1""', 0.9402443766593933), ('35.8', 0.997317373752594), ('64.2""', 0.8502141833305359)]",G:\My Drive\Colab Notebooks\git\images\311qj00+z6L.jpg
3106Kd8KjnL,"[('DINO BARS', 0.9339702129364014), ('Strawberry,Pear,Banana', 0.9669812917709351), ('Oats Hemp HeartsCoconut Oil', 0.90740966796875), ('FRUIT BAR WRAPPED IN EDIDLE PAPER/', 0.9059813022613525), ('V', 0.9344527721405029), ('NET WT1.05OZ (30G)', 0.8740018010139465)]",G:\My Drive\Colab Notebooks\git\images\3106Kd8KjnL.jpg
311e8av9T8L,"[('Product name: Electric pressure cooker', 0.9714822173118591), ('brand:ZOKOP', 0.9330276250839233), ('The rated voltage:110V', 0.965721070766449), ('Rated power: 1000w', 0.9676033854484558), ('weight:6KG', 0.9524697065353394), ('capacity:6QT', 0.9675085544586182)]",G:\My Drive\Colab Notebooks\git\images\311e8av9T8L.jpg
313ZWJXgMXL,"[('CLINIQUE', 0.9940123558044434), ('superpowder', 0.9712886214256287), ('doubla face powder', 0.8259450197219849), ('double effet', 0.8188614249229431), ('superpoudre', 0.9739884734153748), ('POOSNETW.35OZ', 0.8126233816146851)]",G:\My Drive\Colab Notebooks\git\images\313ZWJXgMXL.jpg
310Tz9gnk2L,"[('191cm', 0.9948419332504272), ('129cm', 0.9972378611564636), ('51cm', 0.9953819513320923)]",G:\My Drive\Colab Notebooks\git\images\310Tz9gnk2L.jpg
3131mkESkQL,"[('LEVURE SECHE ACTIVE', 0.9940162301063538), ('ACTIVE DRY YEAST', 0.9479139447212219), ('LEVADURA SECA ACTIVA', 0.9805633425712585), ('6.2 in', 0.922487735748291), ('RED STAR', 0.9568961262702942), ('15cm', 0.9935926795005798), ('Active Dry Yeast', 0.980196475982666), ('NETWEK', 0.9832960963249207), ('32 oz2 lbs908 g', 0.9112178087234497), ('GHT/PO', 0.8906800150871277), ('NIDO NETO', 0.9259920120239258)]",G:\My Drive\Colab Notebooks\git\images\3131mkESkQL.jpg
313P9jCeUEL,"[('Gaae', 0.5738348960876465), ('HADDAR', 0.9975619316101074)]",G:\My Drive\Colab Notebooks\git\images\313P9jCeUEL.jpg
311uqJG-v3L,"[('JSTRINGKING', 0.9341316819190979), ('8.50', 0.8331786394119263), ('METAL', 0.9983137845993042), ('34IN310Z2%N', 0.7834058403968811)]",G:\My Drive\Colab Notebooks\git\images\311uqJG-v3L.jpg
314gI8VlFOL,"[('DUALPOW', 0.9754744172096252), ('POWERBANK', 0.9537566304206848), ('t5V/2ASV/2A', 0.6784144043922424), ('ForMobPhone/MP4/PhonPad', 0.744825005531311), ('FCEROHSX', 0.8203742504119873)]",G:\My Drive\Colab Notebooks\git\images\314gI8VlFOL.jpg
21nEy7KBQlL,"[('90 cm', 0.9225785136222839), ('35 in', 0.9694969058036804), ('47 in', 0.995697021484375), ('120 cm', 0.9981904029846191)]",G:\My Drive\Colab Notebooks\git\images\21nEy7KBQlL.jpg
218BCzgKxuL,"[('Black', 0.9983663558959961), ('Red', 0.9987437725067139), ('Green', 0.9987548589706421), ('208-240V', 0.9952653050422668), ('.', 0.8719817996025085), ('.', 0.7594791054725647), ('16A', 0.9986913204193115), ('60Hz', 0.9863771796226501), ('L1', 0.9963110685348511), ('L2', 0.9952690601348877), ('GND', 0.9970418810844421), ('Black', 0.9981027841567993), ('White', 0.9981590509414673), ('Green', 0.9976609945297241)]",G:\My Drive\Colab Notebooks\git\images\218BCzgKxuL.jpg
21Raw7jSIML,"[('16""', 0.9255568385124207), ('2.62 lbs', 0.8894428014755249), ('Large Screen', 0.9950904250144958), ('Uttra-Lightweight Body', 0.9590217471122742)]",G:\My Drive\Colab Notebooks\git\images\21Raw7jSIML.jpg
21qcJWXFNkL,"[('5 in -12.5 cm', 0.9887999296188354), ('5 in', 0.9599509835243225), ('12.5 cm', 0.9969991445541382), ('7.56 in', 0.9998028874397278), ('19 cm', 0.9179831743240356)]",G:\My Drive\Colab Notebooks\git\images\21qcJWXFNkL.jpg
31+zdbOuiTL,"[('.entralYarcn', 0.6577911376953125), ('ceplacemer Bags', 0.8520938754081726), ('Devi', 0.537878155708313), ('CV1500', 0.9610901474952698)]",G:\My Drive\Colab Notebooks\git\images\31+zdbOuiTL.jpg
21vCDAVwSXS,"[('100mm-', 0.962531328201294), ('-280mm-', 0.9453815221786499), ('280mm', 0.9977196455001831)]",G:\My Drive\Colab Notebooks\git\images\21vCDAVwSXS.jpg
31+RAxx7XaL,"[(""RUPEN's"", 0.901094377040863), ('traditionalrecipes', 0.9460347294807434), ('authenticflavors', 0.9433653354644775), ('VINDALOO', 0.9954286813735962), ('CURRY SAUCE', 0.9650034308433533), ('spicy curry with koshmir', 0.9295251965522766), ('MM', 0.620238721370697), ('chilies and tamarind', 0.9613043069839478), ('LEVEL', 0.9954360127449036), ('NET WT, 10 OZ (283g)', 0.9326668977737427)]",G:\My Drive\Colab Notebooks\git\images\31+RAxx7XaL.jpg
21-LmSmehZL,"[('40 cm', 0.9827448129653931), ('30cm', 0.9978628754615784), ('15 cm', 0.9957016706466675)]",G:\My Drive\Colab Notebooks\git\images\21-LmSmehZL.jpg
31+KPbkPVPL,"[('Load Capacity', 0.9398921132087708), ('243LBS', 0.97420734167099), ('16', 0.9985626339912415), ('16""', 0.8839115500450134), ('16""', 0.8820085525512695)]",G:\My Drive\Colab Notebooks\git\images\31+KPbkPVPL.jpg
31-UedLQDqL,"[('110 cm(43.3)', 0.9587500691413879), ('60 cm(23.6"")', 0.9959704279899597), (' cm(28.7)', 0.97471022605896), ('73', 0.998194694519043)]",G:\My Drive\Colab Notebooks\git\images\31-UedLQDqL.jpg
21aD6ktvwxS,"[('5.8 in', 0.9199395775794983), ('14cm', 0.9930645823478699)]",G:\My Drive\Colab Notebooks\git\images\21aD6ktvwxS.jpg
31+KMtY+QXL,[],G:\My Drive\Colab Notebooks\git\images\31+KMtY+QXL.jpg
21jOOqo0oZL,"[('48in', 0.9947548508644104), ('122 cm', 0.9685859084129333), ('96in', 0.9958881735801697), ('244cm', 0.9957562685012817)]",G:\My Drive\Colab Notebooks\git\images\21jOOqo0oZL.jpg
21IGmiJi-PL,"[('82006', 0.6658613681793213)]",G:\My Drive\Colab Notebooks\git\images\21IGmiJi-PL.jpg
31-4uQ1S2XL,"[('100mm', 0.9288386106491089), ('NIMH AA3000mAh 9.6v', 0.9506130218505859), ('GZ190805', 0.9956252574920654), ('56mm', 0.9964224100112915), ('+', 0.5363933444023132), ('14mm', 0.9946914911270142)]",G:\My Drive\Colab Notebooks\git\images\31-4uQ1S2XL.jpg
21m65YQrQdL,"[('5.8in', 0.9936108589172363), ('14 cm', 0.9449939727783203)]",G:\My Drive\Colab Notebooks\git\images\21m65YQrQdL.jpg
21Vc5ixqKpS,"[('O!', 0.6727912425994873), ('9cm/3%', 0.9003860354423523), ('19cm/71/', 0.9260469079017639)]",G:\My Drive\Colab Notebooks\git\images\21Vc5ixqKpS.jpg
11TU2clswzL,"[('Size', 0.9991485476493835), ('Width', 0.9953676462173462), ('Length', 0.9990448951721191), ('One Size', 0.9634356498718262), ('42cm/16.54""', 0.9882073998451233), ('200cm/78.74""', 0.9957627654075623)]",G:\My Drive\Colab Notebooks\git\images\11TU2clswzL.jpg
11gHj8dhhrL,"[('Size', 0.9990706443786621), ('Width', 0.9953480958938599), ('Length', 0.999194860458374), ('One Size', 0.9979932308197021), ('10.50cm/4.13""', 0.9879196882247925), ('90cm/35.43""', 0.9762707352638245)]",G:\My Drive\Colab Notebooks\git\images\11gHj8dhhrL.jpg
31+B4SvByXL,"[('240GB SSD', 0.9495104551315308)]",G:\My Drive\Colab Notebooks\git\images\31+B4SvByXL.jpg
21Is45vdL0L,"[('1140-1380m', 0.9260433912277222), ('0.63MPa', 0.9610658288002014), ('9.5KG', 0.8885772824287415)]",G:\My Drive\Colab Notebooks\git\images\21Is45vdL0L.jpg
312DIk+dXDL,"[('Ceuine Fiter Media', 0.8408349752426147), ('3609W', 0.9047948718070984), ('BAGS', 0.997221827507019), ('WDUSTI', 0.8203769326210022), ('otalVac', 0.9902151226997375), ('Shop Vac*', 0.9414209723472595), ('All Around', 0.9441797137260437), ('Type', 0.9989168643951416), ('Bags Sacs Bolsas', 0.9230161905288696), ('A', 0.998672604560852)]",G:\My Drive\Colab Notebooks\git\images\312DIk+dXDL.jpg
317V84vTmRL,"[('BOZC', 0.5848184823989868)]",G:\My Drive\Colab Notebooks\git\images\317V84vTmRL.jpg
317to6OSbEL,"[('1.9in/5.0cm', 0.982226550579071), ('8.2in/21cm', 0.9899293184280396)]",G:\My Drive\Colab Notebooks\git\images\317to6OSbEL.jpg
313cKYWS+nL,"[('40cm', 0.9950177073478699), ('61cm', 0.9970548152923584)]",G:\My Drive\Colab Notebooks\git\images\313cKYWS+nL.jpg
314NPHTZhwL,"[('Nutrition', 0.9975497126579285), ('AnoertSening', 0.7281462550163269), ('% Daly Walar', 0.5962657332420349), ('oewSening', 0.7561128735542297), ('N Dally voe', 0.6163284182548523), ('Facts', 0.9971421360969543), ('Total Fat 3.5g', 0.9325763583183289), ('5%', 0.9771957397460938), ('Total Carbohydrate 37g', 0.9503825902938843), ('12%', 0.9924623370170593), ('Saturated Fat 0.5g', 0.9078461527824402), ('3%', 0.7994284629821777), ('Dietary Fiber 2g', 0.849612295627594), ('7%', 0.9726263284683228), ('oFat', 0.7199988961219788), ('Less Than', 0.8311026692390442), ('Caloties', 0.8249187469482422), ('1,000', 0.6868770718574524), ('500', 0.6349014639854431), ('Serving Sze 1ay (312g)', 0.9065710306167603), ('Tans Fat Og', 0.9171066284179688), ('Sugars 10g', 0.9655216336250305), ('SituratdFa', 0.7063891291618347), ('Lesa Then', 0.609113335609436), ('Servings Per Cortainer 1', 0.8287680745124817), ('Cholesterol 65mg', 0.9590153694152832), ('22%', 0.9669885635375977), ('Protein 19g', 0.9479023218154907), ('39%', 0.9597920775413513), ('Les Than', 0.6811054944992065), ('Cories 200', 0.8507019281387329), ('Sodun', 0.818793773651123), ('Sodium 280mg', 0.9596035480499268), ('11%', 0.9681857228279114), ('tal Catxohydriec', 0.8218535780906677), ('Leas Thun', 0.665626585483551), ('Calories from Fat 30', 0.8723577260971069), ('Calcum4%on4%', 0.8464865684509277), ('OetaryFber', 0.8090211749076843), ('VtaminA15%', 0.9474204778671265), ('Vitamin C35%', 0.9580273032188416)]",G:\My Drive\Colab Notebooks\git\images\314NPHTZhwL.jpg
313sSWfiIYL,"[('33grams', 0.99924236536026), ('Bottle diameter 12mm thread 1/2-20 UNF', 0.986010730266571), ('14cm', 0.9974308013916016), ('3cm', 0.9894247651100159)]",G:\My Drive\Colab Notebooks\git\images\313sSWfiIYL.jpg
314FxsDUTFL,"[('LEE KUM KEE', 0.8771637082099915), ('BLACK BEAN', 0.9493528604507446), ('GARLIC SAUCE', 0.9501685500144958)]",G:\My Drive\Colab Notebooks\git\images\314FxsDUTFL.jpg
216rjgJHAeL,[],G:\My Drive\Colab Notebooks\git\images\216rjgJHAeL.jpg
21ztnqtFNVL,"[('9.1in', 0.9880834817886353), ('23cm', 0.9901566505432129)]",G:\My Drive\Colab Notebooks\git\images\21ztnqtFNVL.jpg
21xX4tzOqKL,"[('Ekingston', 0.7298681735992432), ('SOUO-STATE ORIVE', 0.8342764377593994), ('A400', 0.9749329090118408), ('10xe', 0.7757522463798523), ('3', 0.6369330286979675), ('1.92TB', 0.9227125644683838), ('Kingston', 0.9918888807296753), ('FRUESS', 0.6561393141746521)]",G:\My Drive\Colab Notebooks\git\images\21xX4tzOqKL.jpg
31014HApIqL,"[('365', 0.9975249171257019), ('WHOLLFDOS', 0.6334284543991089), ('Organic', 0.9907131195068359), ('Hoisin', 0.9994494318962097), ('SAUCE', 0.996192455291748)]",G:\My Drive\Colab Notebooks\git\images\31014HApIqL.jpg
21ykCJJsDpL,"[('4.2in', 0.9880210757255554), ('10cm', 0.980620801448822)]",G:\My Drive\Colab Notebooks\git\images\21ykCJJsDpL.jpg
11lshEUmCrL,"[('3.56c', 0.9856330156326294), ('1,4in', 0.9971450567245483), ('13516c m', 0.5785027742385864)]",G:\My Drive\Colab Notebooks\git\images\11lshEUmCrL.jpg
31+1xiVjZBL,"[('230mm', 0.9988065958023071), ('Capacity: 1.4L', 0.9995231032371521), ('280mm', 0.9983609914779663), ('Power: 1500w', 0.9913073182106018), ('160mm', 0.9980496168136597)]",G:\My Drive\Colab Notebooks\git\images\31+1xiVjZBL.jpg
310kcUKMHOL,"[('18.5cm', 0.999890148639679), ('26cm', 0.9998812675476074), ('10cm', 0.9995216727256775)]",G:\My Drive\Colab Notebooks\git\images\310kcUKMHOL.jpg
310ICDHEK-L,"[('250g', 0.8106694221496582)]",G:\My Drive\Colab Notebooks\git\images\310ICDHEK-L.jpg
3106iDqsfQL,"[('MXEEEL', 0.5793939828872681), ('ESE.m', 0.555632472038269), ('Pac', 0.9485006332397461)]",G:\My Drive\Colab Notebooks\git\images\3106iDqsfQL.jpg
21lqVGTzV1L,"[('60 cm', 0.9560691118240356), ('23.6 in', 0.9284000396728516), ('45 cm', 0.9209598302841187), ('17.7 in', 0.9990583062171936), ('16.1 in', 0.9890943765640259), ('41 cm', 0.9691116213798523)]",G:\My Drive\Colab Notebooks\git\images\21lqVGTzV1L.jpg
31+NHijx4tL,"[('11.1lb/5.05 kg', 0.9469466209411621), ('Super Lightweight', 0.9905589818954468)]",G:\My Drive\Colab Notebooks\git\images\31+NHijx4tL.jpg
3101lgy28BL,"[('SMART SERIESPOWER SUPPLY', 0.9363115429878235), ('SMARTBX1650W', 0.9807298183441162)]",G:\My Drive\Colab Notebooks\git\images\3101lgy28BL.jpg
31+H+PVsNEL,"[('Size: 120x50cm', 0.986468493938446)]",G:\My Drive\Colab Notebooks\git\images\31+H+PVsNEL.jpg
31445Xcd2XL,"[('37.5cm/14.76in', 0.9965304732322693)]",G:\My Drive\Colab Notebooks\git\images\31445Xcd2XL.jpg
314vPdiXQFL,"[('Dinner Forks', 0.9879570007324219), ('The simple design works in a home or restaurant setting', 0.9775499701499939), ('8.1 inch', 0.9765698313713074), ('20.6 cm', 0.9992674589157104), ('1.1 inch', 0.9925110340118408), ('2.7 cm', 0.9816935062408447), ('Substantial weight', 0.9806916117668152), ('18/0', 0.9986363053321838), ('Dishwasher', 0.9915903210639954), ('and well-balanced', 0.9726221561431885), ('stainless steel', 0.995980441570282), ('safe', 0.9994890689849854)]",G:\My Drive\Colab Notebooks\git\images\314vPdiXQFL.jpg
214CLs1oznL,"[('4.3in', 0.9696202278137207), ('10cm', 0.970699667930603)]",G:\My Drive\Colab Notebooks\git\images\214CLs1oznL.jpg
311KCsFxw9L,"[('30.3', 0.993466854095459), ('36.2', 0.993615448474884), ('74""', 0.9170284271240234)]",G:\My Drive\Colab Notebooks\git\images\311KCsFxw9L.jpg
31-A90GRAHL,"[('37in', 0.9993271827697754), ('94cm', 0.9980179071426392), ('14.6in', 0.9950512051582336), ('37cm', 0.998687207698822), ('13.1in', 0.9972564578056335), ('33.3cm', 0.9897444248199463), ('15in', 0.9969068765640259), ('38.2cm', 0.9911498427391052)]",G:\My Drive\Colab Notebooks\git\images\31-A90GRAHL.jpg
310BVU1bXvL,"[('esar', 0.996384859085083), ('Grilled Steak&', 0.9351556897163391), ('Eggs Flavor', 0.980071485042572), ('Classic Loaf', 0.9058573246002197), ('anes', 0.696236789226532), ('METMT(3.50)', 0.6037140488624573)]",G:\My Drive\Colab Notebooks\git\images\310BVU1bXvL.jpg
318NkZYUxbL,"[('11cm', 0.9999234676361084), ('16.5cm', 0.9991169571876526), ('17cm', 0.9996795654296875)]",G:\My Drive\Colab Notebooks\git\images\318NkZYUxbL.jpg
31-Tp1rWTJL,"[('40 cm', 0.9993356466293335), ('35 cm', 0.9997755885124207), ('cm', 0.9987168908119202)]",G:\My Drive\Colab Notebooks\git\images\31-Tp1rWTJL.jpg
31+zGAugKrL,"[('23.95', 0.9970687627792358), ('28.4', 0.9943388104438782)]",G:\My Drive\Colab Notebooks\git\images\31+zGAugKrL.jpg
314wRJd39EL,"[('43.18cm', 0.994475781917572), ('41.91cm', 0.9893667101860046), ('90.17cm', 0.9981381297111511)]",G:\My Drive\Colab Notebooks\git\images\314wRJd39EL.jpg
31e+H6elvgL,"[('30 cm', 0.9996063113212585), ('120 cm', 0.9995883107185364), ('cm', 0.9972923994064331), ('5', 0.8815895915031433), ('5', 0.9013934135437012), ('3', 0.9951257109642029)]",G:\My Drive\Colab Notebooks\git\images\31e+H6elvgL.jpg
31eLkbn0O1L,"[('28cm/11.0inch', 0.9952670335769653)]",G:\My Drive\Colab Notebooks\git\images\31eLkbn0O1L.jpg
31eJq5HuCIL,"[('3.5cm/1.37in', 0.9997293949127197), ('27.5cm/10.82in', 0.9965047240257263)]",G:\My Drive\Colab Notebooks\git\images\31eJq5HuCIL.jpg
31coW5q-qUL,"[('25mm', 0.9981856942176819), ('65mm', 0.9972666501998901), ('160g', 0.9989282488822937)]",G:\My Drive\Colab Notebooks\git\images\31coW5q-qUL.jpg
31dgGEhZVZL,"[('Capacity', 0.9974000453948975), ('35L/2135.83 cu', 0.9580155611038208), ('55cm', 0.998474657535553), ('Weight', 0.9982585906982422), ('21.7', 0.9993506073951721), ('2.1kg/4.63lb', 0.9471374154090881), ('52cm', 0.9989829659461975), ('20.5""', 0.9040166735649109), ('20cm/7.9', 0.9798021912574768), ('34cm/13.4', 0.9914376735687256)]",G:\My Drive\Colab Notebooks\git\images\31dgGEhZVZL.jpg
31dsPd-GATL,"[('3.9 in/10cm', 0.946887195110321), ('5.9 in/15 cm', 0.9254180788993835)]",G:\My Drive\Colab Notebooks\git\images\31dsPd-GATL.jpg
31ZVMTz2XlL,"[('E', 0.881507396697998), ('B', 0.9896925091743469), ('C', 0.7304174900054932), ('A', 0.9988941550254822), ('A-82,0cm', 0.9072326421737671), ('B-6,0cm', 0.9241237044334412), ('C-6,0cm', 0.9096601605415344), ('D-6,0cm', 0.898012101650238), ('E-6,0cm', 0.8884503245353699), ('F-60cm', 0.9395046234130859)]",G:\My Drive\Colab Notebooks\git\images\31ZVMTz2XlL.jpg
31ZAV66IbxL,"[('17cm/', 0.9975592494010925), ('6.7in', 0.9974156618118286), ('12W', 0.9902167320251465), ('6.5cm/2.6in', 0.9956436157226562)]",G:\My Drive\Colab Notebooks\git\images\31ZAV66IbxL.jpg
31ZRIW3LbmL,"[('Blackfabel.', 0.8646196126937866), ('A', 0.9422968029975891)]",G:\My Drive\Colab Notebooks\git\images\31ZRIW3LbmL.jpg
31cEm8aKbBL,"[('w3 06', 0.7850838899612427), ('25,5 ', 0.95445317029953), ('70,5 cm', 0.9969962239265442), ('cm', 0.9743273854255676)]",G:\My Drive\Colab Notebooks\git\images\31cEm8aKbBL.jpg
31cexzEsm7L,"[('9.2 in', 0.9128832221031189), ('23cm', 0.9896279573440552)]",G:\My Drive\Colab Notebooks\git\images\31cexzEsm7L.jpg
